<TCoDe_MAP>
Map generated with TCoDe v0.1 by importing from ElectricField_planar_no_gaus.txt
Date: 2019-01-11 15:39:43
Npoints: 24400
NPX: 20  NPY: 20  NPZ: 61
</TCoDe_MAP>
0	0	0	0	0	-9.4049e-15
0	0.0098	0	0	0	-9.4049e-15
0	0.0195	0	2.27449e-32	0	-9.4049e-15
0	0.0391	0	0	0	-9.4049e-15
0	0.0781	0	5.98141e-33	7.40222e-32	-9.4049e-15
0	0.1562	0	-3.0097e-33	-3.65998e-32	-9.4049e-15
0	0.3125	0	0	0	-9.4049e-15
0	0.625	0	-9.42562e-35	-9.116e-33	-9.4049e-15
0	0.9375	0	0	0	0
0	1.25	0	4.71333e-35	9.11428e-33	-9.4049e-15
0	2.5	0	-2.67899e-35	-2.19762e-33	-9.4049e-15
0	3.75	0	1.95736e-35	0	-9.4049e-15
0	4.375	0	-7.82875e-35	0	-9.4049e-15
0	4.6875	0	0	0	-9.4049e-15
0	4.8438	0	2.50093e-33	2.75714e-32	-9.4049e-15
0	4.9219	0	0	5.54153e-32	-9.4049e-15
0	4.9609	0	0	1.12882e-31	-9.4049e-15
0	4.9805	0	4.38972e-31	6.33429e-32	-9.4049e-15
0	4.9902	0	0	0	0
0	5	0	-1.15744e-30	-9.57643e-31	-9.4049e-15
0.0098	0	0	-3.34367e-31	1.32489e-31	-9.4049e-15
0.0098	0.0098	0	-3.16993e-31	-7.93534e-33	-9.4049e-15
0.0098	0.0195	0	-7.42327e-31	-1.4769e-31	-9.4049e-15
0.0098	0.0391	0	0	-9.75781e-33	-9.4049e-15
0.0098	0.0781	0	0	3.37842e-32	-9.4049e-15
0.0098	0.1562	0	0	-2.20838e-32	-9.4049e-15
0.0098	0.3125	0	0	-1.38549e-32	-9.4049e-15
0.0098	0.625	0	-3.8317e-31	1.3043e-33	-9.4049e-15
0.0098	0.9375	0	0	0	0
0.0098	1.25	0	3.832e-31	2.82502e-33	-9.4049e-15
0.0098	2.5	0	6.58184e-31	-7.66848e-34	-9.4049e-15
0.0098	3.75	0	0	-9.45288e-35	-9.4049e-15
0.0098	4.375	0	-3.97675e-31	-8.20884e-33	-9.4049e-15
0.0098	4.6875	0	3.9753e-31	-2.32666e-33	-9.4049e-15
0.0098	4.8438	0	-3.96966e-31	0	-9.4049e-15
0.0098	4.9219	0	0	0	-9.4049e-15
0.0098	4.9609	0	-3.89011e-31	4.1965e-32	-9.4049e-15
0.0098	4.9805	0	4.62031e-31	-2.13345e-31	-9.4049e-15
0.0098	4.9902	0	0	0	0
